age,gender,study_hours,attendance,prev_grade,parent_education,internet_access,extra_classes,sleep_hours,stress_level,assignments_done,library_visits,sports,part_time_job,final_grade,pass_fail,grade_category
21,Female,0.3,74.7,87,High School,1,0,9.7,Low,14,8,1,1,70.1,1,B
17,Female,5.5,77.1,55,None,1,0,8.7,Low,5,8,1,1,65.7,1,B
16,Female,4.4,86.9,41,Bachelor,1,0,8.3,Low,7,0,0,0,65.2,1,B
16,Female,8.4,82.2,56,High School,1,1,5.1,High,13,4,0,0,89.7,1,A
17,Female,1.6,90.1,71,Bachelor,1,1,9.5,Medium,4,6,0,0,68.0,1,B
20,Female,0.2,43.4,82,None,0,1,9.0,Medium,16,3,0,0,61.5,1,C
16,Female,4.5,84.9,47,High School,1,1,5.0,High,6,11,0,1,60.0,1,C
18,Female,2.4,91.1,91,Bachelor,1,0,9.2,Low,8,4,0,0,78.7,1,B
15,Male,0.5,57.2,42,Bachelor,0,0,5.6,High,15,1,0,0,32.3,0,F
21,Female,7.2,78.4,51,High School,0,0,4.5,High,17,2,0,0,66.0,1,B
21,Female,1.1,58.8,59,Bachelor,1,0,7.9,Medium,12,6,0,0,61.3,1,C
18,Male,6.1,97.5,55,Bachelor,1,1,7.9,High,17,9,0,0,89.3,1,A
16,Female,2.8,42.0,53,None,1,1,4.6,High,9,12,0,0,42.4,1,D
21,Male,1.7,74.8,55,None,1,0,5.9,Low,0,14,0,1,42.2,1,D
19,Male,3.8,50.0,98,None,1,0,10.0,Low,17,6,1,1,85.2,1,A
15,Female,8.0,82.7,92,None,1,0,8.1,Medium,18,3,0,0,100.0,1,A
15,Male,3.9,50.6,88,None,0,0,8.4,Low,1,11,0,0,67.2,1,B
21,Female,7.5,54.1,82,None,1,0,5.3,High,3,0,0,0,50.1,1,C
17,Male,1.3,69.7,88,High School,1,1,4.5,High,10,0,1,1,55.9,1,C
21,Male,7.7,94.9,90,None,0,1,5.7,High,2,3,0,0,83.1,1,A
17,Male,2.4,52.7,93,Bachelor,1,1,5.5,Medium,8,3,1,0,59.5,1,C
21,Female,6.8,48.7,72,High School,1,0,5.4,Low,9,5,0,1,64.8,1,C
19,Female,5.7,85.5,69,Bachelor,1,0,5.2,High,1,6,0,0,60.7,1,C
20,Male,9.3,70.0,98,None,1,1,7.4,Low,6,8,0,0,100.0,1,A
15,Male,3.9,94.7,51,None,1,1,6.0,Low,14,8,0,0,90.2,1,A
21,Female,0.7,48.8,54,Bachelor,1,1,8.9,Low,18,9,0,0,76.5,1,B
19,Female,0.2,78.8,57,Bachelor,0,1,5.1,Low,9,11,0,0,60.2,1,C
17,Male,8.3,54.0,67,Bachelor,1,1,6.8,Medium,19,14,0,1,100.0,1,A
17,Male,5.2,49.4,62,Master,1,1,4.1,Medium,13,11,0,0,73.9,1,B
15,Female,7.8,81.0,53,Master,0,0,6.9,Medium,3,4,0,0,71.4,1,B
18,Female,2.3,75.6,69,Master,1,1,4.3,High,10,9,0,0,72.8,1,B
21,Female,3.5,85.3,72,Master,1,0,9.9,High,2,10,0,1,68.2,1,B
16,Female,0.3,58.6,84,High School,1,0,8.7,High,16,2,1,1,60.4,1,C
17,Female,9.6,66.9,54,None,1,1,6.9,Medium,6,2,0,0,81.9,1,A
20,Male,6.7,64.3,46,Bachelor,1,0,4.5,Low,10,14,0,0,76.5,1,B
20,Female,9.3,99.0,54,None,1,0,7.6,Medium,17,5,0,0,100.0,1,A
17,Male,2.7,57.5,91,Bachelor,1,0,8.6,High,13,0,0,0,69.2,1,B
18,Female,6.1,57.7,81,None,0,0,5.1,High,13,6,0,0,60.5,1,C
18,Male,6.8,61.3,85,High School,1,0,7.4,Low,5,2,0,0,84.0,1,A
19,Female,3.2,73.9,77,Master,1,0,8.9,Medium,8,4,0,1,73.2,1,B
20,Female,8.5,55.1,85,None,0,0,8.6,Low,2,6,1,0,75.6,1,B
19,Male,9.5,94.9,95,Bachelor,1,0,8.8,Medium,16,6,0,0,100.0,1,A
20,Male,8.8,55.9,96,None,1,1,9.3,High,11,8,0,0,93.4,1,A
21,Female,7.4,93.7,93,High School,1,0,9.6,Low,3,0,1,0,88.0,1,A
21,Female,2.8,46.2,83,High School,1,0,6.4,Low,19,2,0,0,69.8,1,B
16,Female,2.8,79.4,50,None,1,1,7.4,Medium,15,8,1,0,86.7,1,A
21,Female,9.6,94.4,68,Master,1,1,8.7,Medium,9,7,0,0,100.0,1,A
16,Female,0.1,50.1,70,Bachelor,1,1,8.2,Medium,6,1,0,1,49.8,1,D
21,Male,7.2,98.1,64,High School,1,0,10.0,High,9,7,1,1,86.3,1,A
15,Male,7.1,67.2,91,High School,1,1,4.1,Medium,6,7,1,0,87.3,1,A
21,Female,6.2,96.7,93,None,1,1,6.1,High,17,1,1,0,98.3,1,A
19,Male,9.9,80.6,63,High School,1,1,5.7,Medium,8,7,0,0,97.8,1,A
17,Male,3.1,58.1,96,High School,1,1,5.6,Medium,17,2,0,0,76.7,1,B
19,Male,3.4,51.3,58,Bachelor,1,1,5.3,High,16,6,0,0,70.3,1,B
17,Female,0.8,58.2,41,Master,0,1,8.3,Medium,10,12,1,1,61.0,1,C
18,Male,4.4,45.6,61,Bachelor,1,1,4.5,High,0,8,0,0,48.6,1,D
19,Female,2.6,48.6,59,Master,1,0,8.4,High,16,3,0,1,47.5,1,D
18,Male,3.4,46.3,72,Bachelor,0,1,8.2,Medium,3,14,1,0,57.2,1,C
16,Female,8.3,65.4,47,None,1,1,5.5,Medium,3,10,1,1,73.1,1,B
16,Male,9.4,87.7,64,High School,1,0,5.5,Low,13,5,0,0,94.3,1,A
15,Female,1.9,48.5,85,Master,0,1,7.8,Medium,8,8,1,1,68.5,1,B
21,Female,3.7,47.8,48,None,1,0,8.6,Low,12,10,0,0,60.3,1,C
19,Male,9.3,78.6,73,High School,1,0,9.3,Medium,15,10,0,1,98.2,1,A
18,Female,0.6,51.8,96,High School,1,1,9.1,High,0,4,0,0,54.4,1,C
17,Female,0.9,45.9,62,High School,1,0,9.8,High,2,11,0,0,39.5,0,F
16,Female,1.6,50.0,44,Bachelor,1,0,7.5,Low,18,0,1,0,55.4,1,C
21,Female,6.0,95.4,94,None,1,0,9.5,Medium,7,2,1,0,92.5,1,A
16,Female,1.5,89.3,64,None,1,0,8.9,Low,17,10,0,0,94.1,1,A
17,Female,9.7,61.2,47,High School,1,0,9.4,Medium,5,14,1,0,87.4,1,A
21,Female,4.5,79.3,55,Master,1,0,4.1,Medium,19,8,0,0,82.4,1,A
21,Female,5.0,72.2,93,None,0,0,9.8,High,5,2,0,0,65.4,1,B
18,Male,2.5,80.6,87,Bachelor,1,1,6.8,Low,4,10,0,0,86.7,1,A
18,Male,4.7,81.0,84,Master,1,1,8.8,High,11,10,1,1,98.5,1,A
19,Female,6.6,77.7,91,Master,1,0,4.8,High,8,9,0,1,79.1,1,B
19,Female,7.5,56.0,54,Master,1,1,6.4,High,8,1,0,0,74.8,1,B
20,Male,7.5,42.3,40,Master,1,0,5.6,Low,16,3,0,0,78.2,1,B
20,Male,5.8,67.3,61,None,1,0,5.7,Medium,18,4,0,1,67.8,1,B
15,Male,9.0,93.5,42,High School,1,0,4.7,Medium,16,6,1,1,86.5,1,A
16,Female,8.2,74.2,77,Master,0,1,8.8,Low,15,6,0,0,100.0,1,A
19,Male,7.6,89.9,93,Bachelor,1,1,4.1,Medium,11,8,0,1,100.0,1,A
18,Female,0.6,99.5,53,Bachelor,1,0,5.9,Low,2,12,1,0,58.3,1,C
17,Female,0.1,49.8,75,High School,1,0,5.0,Low,13,7,0,1,50.8,1,C
18,Male,2.1,81.5,57,None,1,0,7.5,Medium,16,12,1,0,74.8,1,B
16,Female,6.6,80.5,86,High School,1,1,5.5,High,15,14,0,0,100.0,1,A
20,Female,4.1,98.8,80,Master,1,1,5.6,Low,11,1,0,0,97.8,1,A
18,Female,4.0,99.1,57,None,1,0,6.9,Low,1,11,1,0,74.8,1,B
15,Female,8.8,81.2,42,None,1,1,7.9,Low,7,7,0,0,95.8,1,A
16,Male,9.0,54.6,49,Master,1,0,4.7,Low,11,7,1,1,79.6,1,B
20,Male,9.1,87.9,88,Bachelor,1,1,5.1,Medium,15,4,0,0,100.0,1,A
17,Female,3.1,46.4,78,Master,1,1,5.5,Medium,7,14,0,0,65.5,1,B
20,Female,6.9,86.8,86,High School,1,0,9.8,Low,15,12,1,0,100.0,1,A
21,Male,2.7,94.6,40,Master,0,1,6.4,High,9,2,0,0,61.7,1,C
15,Female,1.9,63.0,66,Bachelor,1,1,7.6,Medium,19,8,0,1,74.7,1,B
16,Male,1.8,77.8,96,Master,1,0,5.4,High,14,11,1,1,69.2,1,B
17,Female,3.4,65.8,66,High School,1,0,6.9,High,3,6,1,0,55.3,1,C
15,Female,4.3,66.3,50,High School,1,1,4.4,Low,14,0,0,0,75.3,1,B
20,Male,8.3,58.6,88,Bachelor,1,0,4.2,Medium,3,7,1,0,76.0,1,B
15,Male,1.2,85.7,44,High School,1,0,6.8,Low,10,9,1,1,59.6,1,C
16,Male,7.3,96.2,46,High School,1,0,6.4,Low,5,12,0,0,94.8,1,A
19,Male,5.3,96.4,58,Master,1,1,4.8,High,3,4,0,0,84.9,1,A
15,Female,2.9,50.5,96,None,0,1,8.1,High,8,5,0,0,55.0,1,C
21,Male,4.9,92.5,95,High School,1,1,10.0,High,8,8,1,1,95.1,1,A
15,Female,3.0,84.2,68,High School,0,1,6.4,Low,2,9,1,0,74.5,1,B
20,Male,6.0,55.2,54,Bachelor,0,0,7.7,Low,4,14,1,0,73.7,1,B
20,Male,4.3,44.0,74,Bachelor,1,1,9.8,Low,14,13,1,0,88.3,1,A
17,Female,1.6,56.1,86,Master,1,1,9.0,Low,8,7,0,0,72.8,1,B
20,Male,1.2,94.7,76,Master,1,0,6.8,Low,1,13,0,0,69.9,1,B
18,Male,5.5,78.0,94,High School,1,0,8.4,Low,2,10,0,0,84.2,1,A
16,Male,9.0,83.3,51,None,1,0,4.8,Low,11,13,0,0,90.5,1,A
16,Male,3.4,55.4,69,None,1,1,7.1,Low,15,13,1,1,86.9,1,A
19,Female,7.3,83.2,59,Master,1,1,5.7,Medium,4,2,1,0,79.8,1,B
19,Female,6.6,41.7,76,Bachelor,1,1,5.0,Medium,9,12,0,0,75.8,1,B
16,Male,9.3,62.5,42,High School,0,1,6.6,Medium,14,4,0,1,89.6,1,A
21,Male,8.2,77.6,48,High School,1,0,4.8,Medium,13,3,1,1,76.4,1,B
19,Male,5.7,48.8,97,None,1,1,8.2,Low,13,13,0,1,95.0,1,A
17,Female,6.6,89.4,80,Master,1,1,6.7,Low,12,0,0,1,100.0,1,A
20,Female,9.0,54.1,78,None,1,0,7.2,High,15,4,0,0,76.1,1,B
16,Female,4.0,79.1,65,None,1,1,4.9,High,7,9,0,0,64.6,1,C
19,Female,3.3,64.3,41,Master,1,0,4.8,Medium,7,6,1,0,54.2,1,C
16,Male,0.1,75.8,62,Bachelor,1,1,7.5,High,16,0,0,1,56.1,1,C
18,Male,8.3,46.4,62,High School,0,1,9.9,Medium,16,3,1,0,92.0,1,A
15,Male,8.0,41.0,98,Bachelor,1,1,4.6,Low,2,5,0,0,83.6,1,A
20,Female,1.0,94.6,60,Master,1,1,5.7,Low,0,10,0,0,57.9,1,C
16,Male,5.8,56.2,55,Master,1,0,9.2,High,16,11,0,1,77.3,1,B
15,Female,4.6,89.2,48,High School,0,1,4.4,Low,15,8,0,1,76.9,1,B
19,Female,1.2,100.0,52,Bachelor,1,0,9.3,Low,16,10,0,1,84.0,1,A
15,Male,9.8,52.7,67,High School,1,1,7.1,Medium,1,7,0,0,79.2,1,B
20,Male,2.1,55.9,66,None,0,1,6.4,High,13,1,0,0,49.7,1,D
16,Male,0.7,79.8,90,None,1,1,5.9,Low,6,10,1,0,82.1,1,A
18,Female,5.9,97.9,91,None,1,0,5.8,High,18,2,0,0,88.0,1,A
21,Female,7.4,94.9,56,Bachelor,1,1,5.8,Low,0,9,0,0,94.2,1,A
19,Male,0.3,70.2,77,None,1,1,9.3,Medium,16,12,1,0,83.8,1,A
16,Male,6.6,87.7,75,High School,1,1,8.3,Low,9,4,0,0,99.9,1,A
20,Female,5.3,48.1,40,Bachelor,0,0,8.0,High,5,10,1,1,44.9,1,D
19,Male,1.0,98.6,57,High School,1,0,8.8,High,6,6,1,0,54.7,1,C
17,Female,1.7,97.9,90,Master,0,0,5.5,Medium,5,2,1,1,49.3,1,D
15,Female,5.7,49.8,48,Bachelor,1,1,7.7,Low,4,11,1,0,72.0,1,B
21,Male,3.0,58.0,52,High School,0,1,6.8,Medium,1,6,0,0,54.4,1,C
20,Male,9.4,46.0,79,High School,1,1,8.7,High,17,4,0,0,99.7,1,A
17,Male,8.2,56.3,94,Bachelor,1,0,5.9,Medium,16,9,1,0,86.8,1,A
16,Male,9.8,89.0,84,Master,1,0,7.9,Low,6,5,0,0,100.0,1,A
18,Female,2.6,62.7,54,Bachelor,1,1,9.3,Low,18,5,0,0,81.0,1,A
19,Female,9.7,45.3,82,None,1,1,6.4,Medium,6,10,1,1,79.7,1,B
15,Female,4.3,60.5,83,None,0,1,4.4,High,6,10,1,1,61.6,1,C
19,Male,3.5,98.9,85,Master,0,1,7.1,High,15,13,0,0,93.2,1,A
21,Female,0.5,77.8,43,High School,1,0,6.1,Medium,11,11,0,1,66.8,1,B
16,Male,0.5,65.0,72,High School,1,1,8.0,Low,14,3,0,0,71.2,1,B
19,Male,6.9,50.0,63,High School,1,1,9.7,Low,14,11,1,1,91.3,1,A
15,Male,4.6,99.2,75,Bachelor,1,0,6.9,Low,10,7,0,0,88.0,1,A
16,Male,2.3,89.3,90,Bachelor,1,0,6.8,Low,1,8,1,1,74.1,1,B
19,Male,6.1,56.9,80,Master,1,0,7.9,High,2,1,1,1,60.3,1,C
18,Male,2.5,44.2,49,None,1,0,4.6,Low,18,8,0,1,43.5,1,D
20,Female,5.8,43.4,75,High School,0,1,5.5,Medium,19,10,0,0,83.2,1,A
16,Male,3.6,47.2,59,None,1,0,9.5,Medium,14,11,0,0,64.7,1,C
20,Female,8.2,74.8,80,Bachelor,1,0,8.0,Medium,15,3,1,0,97.7,1,A
16,Female,8.2,95.7,84,Bachelor,1,0,4.1,Medium,0,5,0,0,77.2,1,B
18,Male,4.8,69.8,83,Bachelor,0,1,5.2,Low,14,13,1,0,99.7,1,A
20,Male,3.5,90.6,50,None,1,0,8.1,High,11,6,0,1,61.9,1,C
17,Male,3.6,66.8,51,Master,1,1,8.6,Low,6,3,0,0,71.3,1,B
15,Female,8.1,82.5,57,Master,0,0,9.0,High,6,7,1,0,83.1,1,A
17,Male,3.3,83.9,69,Bachelor,1,0,5.8,Low,10,12,0,0,82.1,1,A
19,Female,2.1,50.4,83,High School,1,0,9.6,High,19,13,1,0,78.9,1,B
18,Male,0.8,61.7,87,None,1,0,7.3,Medium,10,9,0,0,70.0,1,B
17,Male,4.7,78.2,76,Bachelor,0,0,8.2,Medium,16,7,1,0,90.4,1,A
16,Female,4.8,44.2,59,None,1,0,7.6,High,2,0,1,0,48.2,1,D
19,Female,8.4,61.7,64,None,1,1,4.7,High,15,7,1,1,86.0,1,A
19,Male,2.2,72.1,51,Master,1,1,9.8,High,4,9,0,0,65.8,1,B
17,Female,3.8,99.8,60,Bachelor,0,0,4.7,Medium,1,13,0,1,52.4,1,C
17,Female,8.1,68.5,64,Master,0,0,5.5,Medium,6,11,0,1,71.5,1,B
18,Female,8.2,89.0,50,Bachelor,1,1,8.9,Low,9,2,0,0,100.0,1,A
15,Female,3.8,65.9,48,None,0,1,7.7,High,4,4,1,1,45.1,1,D
17,Female,4.6,87.8,89,Master,1,0,9.0,High,14,13,0,0,94.6,1,A
21,Male,3.0,75.7,64,None,1,1,7.1,High,11,9,0,0,72.6,1,B
17,Male,9.3,93.2,74,Bachelor,1,1,6.3,Medium,9,7,1,0,100.0,1,A
20,Female,1.2,64.7,91,High School,1,1,9.5,High,16,10,1,0,73.2,1,B
16,Male,9.3,76.3,71,Master,0,0,4.2,High,19,5,1,1,92.9,1,A
21,Male,6.8,77.8,88,Master,0,0,9.1,Medium,19,3,0,0,92.1,1,A
21,Female,5.3,65.0,53,None,0,0,5.4,High,10,14,0,0,52.6,1,C
20,Male,0.3,48.7,40,None,1,1,9.1,Low,7,3,0,0,42.9,1,D
20,Female,4.8,45.6,56,High School,1,1,4.8,Medium,14,11,0,0,67.8,1,B
19,Female,4.1,41.0,64,Master,0,0,7.5,Medium,1,3,0,1,44.0,1,D
15,Male,1.6,92.4,98,Bachelor,1,1,9.3,Medium,16,5,1,0,100.0,1,A
16,Female,6.6,54.2,47,Bachelor,1,1,6.8,Low,5,6,0,0,78.1,1,B
18,Female,9.7,52.7,44,Master,1,1,8.5,Medium,12,12,0,0,100.0,1,A
21,Female,5.6,84.2,44,Master,0,1,8.8,Medium,7,4,0,0,69.5,1,B
18,Female,7.1,59.2,80,Master,1,1,8.4,Medium,10,9,0,0,94.9,1,A
17,Female,0.7,70.4,74,High School,0,0,9.6,Medium,14,13,0,0,72.8,1,B
17,Male,4.2,49.8,58,Bachelor,1,1,6.7,Low,12,7,0,0,80.3,1,A
18,Male,1.2,97.6,62,Bachelor,1,1,5.0,High,17,6,0,1,61.3,1,C
17,Female,6.1,91.1,48,None,1,0,4.3,High,17,7,0,0,79.3,1,B
15,Female,9.4,91.8,93,None,1,0,5.5,Medium,16,14,0,1,100.0,1,A
20,Male,6.6,64.4,69,Master,1,1,4.9,Low,12,3,1,1,81.5,1,A
17,Female,0.8,85.7,89,None,1,0,7.3,Medium,2,7,0,1,57.8,1,C
19,Male,3.5,48.6,55,High School,0,1,5.1,High,6,12,0,0,44.8,1,D
17,Female,5.5,40.5,72,Bachelor,1,0,4.2,High,11,5,1,1,54.7,1,C
16,Female,4.0,41.2,41,Bachelor,1,0,4.2,Low,3,2,0,1,26.0,0,F
15,Female,8.3,75.2,53,None,1,0,9.0,High,10,12,0,1,73.9,1,B
16,Female,8.1,67.3,85,Master,1,0,7.5,Medium,13,7,1,0,100.0,1,A
16,Female,6.1,71.1,40,None,1,1,6.1,Low,17,12,0,0,95.5,1,A
19,Female,3.7,40.4,65,Master,0,1,9.4,High,6,6,1,1,55.6,1,C
15,Female,2.6,65.4,97,High School,1,0,4.4,Medium,4,9,1,0,64.2,1,C
15,Male,1.1,83.1,64,Bachelor,0,0,9.9,Low,15,4,0,0,75.3,1,B
15,Male,3.5,66.6,55,High School,1,0,7.7,Medium,10,10,1,0,68.6,1,B
15,Male,4.1,83.9,54,Bachelor,0,0,5.1,High,2,3,0,1,34.3,0,F
15,Female,6.8,54.0,65,High School,1,1,8.1,Medium,15,0,0,0,83.6,1,A
19,Female,6.6,88.8,86,None,1,0,8.6,Low,10,9,1,1,100.0,1,A
17,Female,0.7,75.3,83,High School,1,0,6.6,Medium,9,2,1,0,69.5,1,B
16,Female,4.0,52.6,55,High School,1,0,9.2,High,1,1,1,0,37.6,0,F
15,Female,1.8,54.2,53,None,1,0,4.9,Low,15,7,0,0,53.4,1,C
21,Female,1.6,77.7,68,Bachelor,0,0,5.7,Low,16,13,0,0,69.1,1,B
17,Female,8.3,89.8,63,Bachelor,0,0,4.6,High,9,7,0,0,76.2,1,B
17,Male,0.4,64.9,86,None,1,1,5.3,Medium,17,11,0,0,79.3,1,B
16,Female,4.2,55.5,94,High School,1,1,5.4,Medium,11,4,1,0,88.7,1,A
19,Male,1.7,92.0,54,High School,1,1,9.5,High,7,13,0,0,64.6,1,C
18,Male,8.8,80.2,58,High School,1,0,4.5,Low,2,4,0,0,80.2,1,A
18,Female,5.6,66.9,47,Master,1,0,6.6,High,19,14,0,0,81.4,1,A
17,Female,2.3,69.3,73,Bachelor,1,1,7.2,Low,2,10,0,0,71.2,1,B
20,Male,5.0,52.3,41,High School,1,1,9.4,Low,5,3,1,0,63.4,1,C
20,Male,7.3,77.6,66,Bachelor,1,1,10.0,Medium,1,0,0,0,90.5,1,A
16,Female,9.6,61.5,49,High School,1,0,8.5,High,2,0,1,1,51.2,1,C
18,Female,2.2,99.7,74,None,1,0,9.8,Low,16,12,0,0,92.1,1,A
17,Male,8.9,68.8,62,None,1,1,8.7,Medium,8,5,0,0,92.7,1,A
19,Female,9.3,69.2,88,Bachelor,0,1,9.8,High,3,14,1,0,97.7,1,A
18,Female,9.2,74.0,47,Bachelor,1,1,8.2,High,1,3,0,0,81.7,1,A
17,Female,6.4,95.0,67,None,1,1,4.5,Low,8,3,0,0,84.1,1,A
17,Male,6.3,88.0,62,Master,1,1,6.4,Low,13,2,1,0,100.0,1,A
15,Male,4.0,67.1,43,None,1,1,7.9,Low,10,13,0,0,76.8,1,B
19,Male,7.5,83.1,53,High School,1,1,6.1,High,1,8,0,0,74.2,1,B
15,Female,5.3,75.2,92,Master,1,1,5.6,Low,1,2,1,0,81.7,1,A
16,Female,6.8,69.5,81,None,1,1,7.5,High,4,7,1,0,79.1,1,B
15,Male,4.3,51.5,68,Master,1,0,9.6,Medium,6,1,0,0,61.3,1,C
21,Male,7.3,67.8,40,Master,1,0,4.2,High,3,3,1,0,53.9,1,C
15,Male,8.2,54.7,43,Master,1,1,8.6,Low,13,0,0,1,81.5,1,A
21,Female,1.5,94.9,71,Bachelor,1,0,8.3,High,1,10,0,0,63.6,1,C
18,Male,8.3,60.1,72,None,1,1,9.8,Low,11,4,0,1,83.4,1,A
20,Male,5.4,97.1,88,Bachelor,0,0,9.6,Medium,9,1,1,0,88.8,1,A
17,Female,8.4,72.0,65,Bachelor,1,0,8.6,Low,0,10,0,1,76.9,1,B
21,Female,4.3,77.9,56,High School,0,1,7.1,Low,18,12,0,0,91.6,1,A
19,Female,3.8,72.6,78,High School,0,0,5.2,Low,15,0,0,0,68.2,1,B
15,Male,9.2,47.8,62,Master,1,0,7.3,Low,14,0,1,0,93.1,1,A
21,Female,2.5,62.5,71,Master,1,0,8.6,Low,13,1,0,0,76.7,1,B
19,Female,8.4,45.9,91,High School,0,1,9.4,Low,8,4,0,1,85.3,1,A
20,Male,4.8,77.4,54,High School,1,0,8.7,Medium,14,11,1,0,87.4,1,A
20,Female,5.1,66.8,52,None,0,1,5.2,Medium,6,14,1,0,67.6,1,B
15,Male,3.1,86.7,99,Master,1,0,7.6,High,3,14,0,0,76.0,1,B
16,Male,5.7,53.2,41,Master,1,1,6.0,Low,17,8,0,0,78.6,1,B
15,Female,3.3,49.9,99,High School,1,0,4.1,High,7,5,1,0,58.3,1,C
18,Female,0.4,64.4,58,None,1,0,5.2,Medium,11,11,1,0,54.9,1,C
21,Female,2.7,95.6,63,High School,1,0,4.7,Medium,14,3,0,0,77.8,1,B
17,Female,0.1,82.6,84,High School,1,0,9.1,Low,14,14,0,0,81.8,1,A
16,Female,9.8,65.1,63,Bachelor,1,1,5.6,Low,16,2,0,1,100.0,1,A
15,Female,9.7,71.0,50,Master,1,0,5.7,High,1,7,0,1,60.2,1,C
19,Male,4.0,45.1,98,None,1,0,9.8,Medium,11,2,1,0,68.4,1,B
16,Male,7.3,99.1,61,Bachelor,1,1,6.3,High,2,0,0,0,86.6,1,A
21,Female,3.5,80.0,54,Master,1,0,4.1,High,6,3,1,0,56.9,1,C
16,Male,6.7,57.1,49,High School,1,0,5.7,High,5,10,1,0,64.3,1,C
21,Female,8.1,75.1,80,None,0,1,4.7,Low,13,12,1,1,97.4,1,A
15,Male,9.5,46.6,66,Master,1,1,4.6,Medium,4,4,1,0,84.7,1,A
21,Male,4.0,98.0,99,High School,1,0,4.5,High,3,4,0,0,72.8,1,B
16,Male,7.8,50.5,48,Bachelor,1,0,7.6,Medium,14,4,0,0,73.5,1,B
19,Female,2.7,78.9,91,None,1,1,5.1,Medium,6,7,1,1,72.8,1,B
20,Male,9.9,54.7,67,Master,1,0,6.2,High,2,7,1,1,70.4,1,B
16,Female,0.3,83.1,40,Bachelor,0,1,9.2,High,12,11,0,1,59.7,1,C
21,Male,6.0,86.6,56,High School,1,0,6.5,Low,9,12,1,0,85.5,1,A
20,Male,6.6,80.4,70,High School,1,1,9.5,Medium,1,3,0,0,84.9,1,A
21,Male,6.9,76.9,83,Master,1,0,7.0,High,11,14,0,1,90.8,1,A
19,Male,1.2,93.5,49,High School,1,1,6.4,High,11,8,0,0,63.5,1,C
21,Male,9.4,44.7,76,None,1,0,8.5,Medium,18,0,1,0,85.8,1,A
15,Female,1.8,59.9,68,Master,1,1,4.4,High,18,4,0,0,57.2,1,C
17,Female,6.2,54.9,57,Bachelor,1,0,4.5,Medium,2,4,0,0,64.8,1,C
16,Male,2.2,99.3,86,Master,0,0,7.9,High,5,4,1,0,63.8,1,C
17,Male,3.1,63.4,77,Master,1,1,6.9,Medium,1,7,1,1,74.2,1,B
21,Male,5.5,84.0,78,Bachelor,1,1,8.7,High,12,8,1,0,95.0,1,A
19,Male,4.2,81.1,88,High School,1,1,9.5,High,8,2,0,1,79.2,1,B
16,Female,1.6,52.7,45,Bachelor,0,0,6.3,Low,12,8,0,1,50.9,1,C
21,Male,1.7,54.3,79,None,1,1,7.6,Medium,13,12,0,1,79.1,1,B
20,Female,4.2,56.9,51,High School,1,0,7.0,Low,18,10,1,0,87.6,1,A
18,Male,7.6,64.7,92,Master,1,1,9.9,High,10,7,1,0,99.7,1,A
21,Female,9.0,54.1,53,High School,1,1,9.0,Medium,13,2,1,1,87.8,1,A
17,Male,0.8,41.2,83,High School,1,0,9.5,Medium,15,1,1,0,63.4,1,C
16,Male,3.9,92.8,94,None,1,1,5.5,High,9,14,0,0,98.4,1,A
17,Female,1.0,97.9,49,High School,1,1,8.6,High,19,3,1,0,79.9,1,B
16,Male,0.2,60.5,93,High School,1,0,5.6,High,15,14,0,0,53.5,1,C
21,Male,6.6,60.3,59,High School,0,1,5.3,High,1,12,0,0,57.9,1,C
15,Male,6.0,40.4,54,Master,0,0,9.7,Medium,15,11,0,0,70.0,1,B
20,Female,1.6,80.8,70,High School,1,1,4.1,Low,13,1,1,0,77.4,1,B
21,Male,2.3,89.5,46,Bachelor,0,0,9.8,Medium,17,3,1,0,80.2,1,A
17,Male,0.2,48.8,97,High School,1,0,4.9,Medium,5,4,0,1,42.0,1,D
18,Female,8.3,49.6,80,None,0,0,8.9,Medium,6,1,0,0,64.9,1,C
18,Female,9.7,87.4,49,High School,0,1,5.7,Medium,12,11,0,0,94.8,1,A
19,Female,1.4,77.0,49,High School,1,1,6.1,High,1,7,1,1,40.9,1,D
16,Male,2.3,42.7,87,Master,0,1,5.3,Low,14,0,1,0,74.4,1,B
17,Male,8.7,77.4,78,Bachelor,1,0,7.5,Medium,16,2,1,1,100.0,1,A
19,Male,9.3,58.5,67,High School,0,0,6.1,Medium,12,6,1,0,78.8,1,B
17,Female,4.2,62.1,69,Bachelor,1,1,7.9,Low,6,9,0,1,87.2,1,A
16,Male,0.5,86.2,76,None,1,1,4.1,High,0,0,0,0,41.9,1,D
21,Male,0.4,88.7,94,Master,1,0,4.4,Medium,2,12,0,0,68.6,1,B
21,Female,5.7,64.0,42,Bachelor,1,0,4.6,High,19,10,0,0,67.3,1,B
18,Female,3.9,96.8,89,Master,0,1,6.5,Medium,17,14,0,0,100.0,1,A
21,Female,0.3,64.4,82,High School,1,0,8.9,Medium,6,1,0,0,53.9,1,C
21,Female,5.8,86.3,54,None,1,1,9.3,Low,16,2,1,1,86.8,1,A
15,Female,0.1,69.0,60,Master,1,1,5.5,Low,11,13,0,0,77.4,1,B
18,Male,7.9,93.9,91,High School,1,1,7.4,High,15,13,0,1,100.0,1,A
19,Female,3.1,94.5,76,Bachelor,1,1,8.6,Medium,9,1,0,0,91.6,1,A
20,Male,0.4,45.2,95,None,1,0,5.7,High,15,1,0,0,41.6,1,D
